no_sentence,num_words,character0,character1,character2_3,character4,character5,std_dev,sent_len_diff,count_short_sentences_in_paragraphs,count_long_sentences_in_paragraphs,check_word0,check_word1,check_word2_3,check_word3,check_word4,check_word5,check_num,check_capitals,check_et
0.375,0.5694915254237287,1.0,1.0,0.0,0.0,0.0,0.12351632337775852,0.09142857142857143,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.5,0.5728813559322034,1.0,1.0,0.0,0.0,0.0,0.105680434493416,0.08571428571428572,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5625,0.5661016949152542,0.0,1.0,0.0,0.0,0.0,0.10958246387861732,0.09714285714285714,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.4375,0.5254237288135593,1.0,1.0,0.0,0.0,0.0,0.14165034034476087,0.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.711864406779661,1.0,1.0,0.0,0.0,1.0,0.14785179834962978,0.14857142857142858,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3125,0.464406779661017,1.0,1.0,0.0,0.0,1.0,0.08310178850392383,0.08571428571428572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.8125,0.871186440677966,0.0,1.0,1.0,0.0,0.0,0.10767686122311564,0.14857142857142858,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.5423728813559322,1.0,1.0,0.0,0.0,0.0,0.05954700921507007,0.045714285714285714,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.4375,0.6271186440677966,1.0,1.0,0.0,0.0,0.0,0.12516661804425705,0.18285714285714286,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.4440677966101695,1.0,1.0,1.0,0.0,0.0,0.23766374924490538,0.17714285714285713,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.48135593220338985,0.0,1.0,0.0,0.0,0.0,0.0884245983588996,0.08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3125,0.5186440677966101,1.0,1.0,0.0,0.0,0.0,0.14485554671921194,0.11428571428571428,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6875,0.759322033898305,1.0,1.0,0.0,0.0,1.0,0.1699733819619227,0.22285714285714286,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.625,0.759322033898305,0.0,1.0,1.0,0.0,1.0,0.13197104826244618,0.19428571428571428,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.375,0.5762711864406779,1.0,1.0,0.0,0.0,1.0,0.06555649563871255,0.07428571428571429,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.5,0.7694915254237288,0.0,1.0,0.0,0.0,0.0,0.1782245450824382,0.17714285714285713,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.6779661016949152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.4779661016949152,1.0,1.0,1.0,0.0,0.0,0.18948442661464437,0.11428571428571428,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3125,0.735593220338983,1.0,1.0,0.0,0.0,0.0,0.2612411244292164,0.33714285714285713,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.5625,0.759322033898305,1.0,1.0,1.0,0.0,0.0,0.16138195363138655,0.13142857142857142,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.4983050847457627,1.0,1.0,0.0,0.0,0.0,0.20107760335083566,0.24571428571428572,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.375,0.5220338983050847,1.0,1.0,1.0,0.0,0.0,0.36031457528959543,0.46285714285714286,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6875,0.8372881355932202,1.0,1.0,1.0,0.0,1.0,0.0956830034608906,0.10285714285714286,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1875,0.43050847457627117,1.0,1.0,1.0,0.0,0.0,0.3591990418430773,0.38285714285714284,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.375,0.4779661016949152,1.0,1.0,0.0,0.0,1.0,0.14637579280801996,0.12571428571428572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.6875,0.6271186440677966,1.0,1.0,1.0,0.0,0.0,0.11584045567827958,0.15428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.625,0.8610169491525423,1.0,1.0,1.0,0.0,1.0,0.19093512086909273,0.22857142857142856,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.125,0.15254237288135591,1.0,1.0,0.0,0.0,0.0,0.14802721444776215,0.14857142857142858,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.375,0.5050847457627118,1.0,1.0,1.0,0.0,0.0,0.23905785941039467,0.32,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.625,0.6067796610169491,0.0,1.0,0.0,0.0,0.0,0.08003487312458753,0.09714285714285714,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3125,0.4983050847457627,1.0,1.0,0.0,0.0,0.0,0.14397339359742628,0.10285714285714286,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.7254237288135593,1.0,1.0,1.0,0.0,0.0,0.07240232134650672,0.08,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.625,0.5796610169491525,0.0,0.0,0.0,0.0,1.0,0.1134233553116466,0.15428571428571428,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.375,0.464406779661017,1.0,1.0,0.0,0.0,0.0,0.07239766629642658,0.08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.4375,0.647457627118644,1.0,1.0,1.0,0.0,1.0,0.12353383567429274,0.14285714285714285,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.5457627118644067,0.0,1.0,1.0,0.0,1.0,0.13364855166118625,0.09714285714285714,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,0.4610169491525424,1.0,1.0,0.0,0.0,0.0,0.1338541289157784,0.13142857142857142,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,0.4983050847457627,1.0,0.0,0.0,0.0,1.0,0.19909906691131785,0.21714285714285714,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.5220338983050847,0.0,0.0,1.0,0.0,0.0,0.07802640519310027,0.10857142857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.5625,0.5694915254237287,1.0,1.0,0.0,0.0,1.0,0.17653736465764583,0.19428571428571428,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.7762711864406779,1.0,1.0,1.0,0.0,0.0,0.21123526080494928,0.24571428571428572,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.625,0.8847457627118643,1.0,1.0,0.0,0.0,1.0,0.18103404986798097,0.2571428571428571,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1875,0.22033898305084745,1.0,1.0,0.0,0.0,0.0,0.11336242227625302,0.12571428571428572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.4375,0.5288135593220339,1.0,1.0,0.0,0.0,1.0,0.12343711705647106,0.15428571428571428,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.7016949152542372,1.0,1.0,1.0,0.0,0.0,0.12023747340423942,0.17142857142857143,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.375,0.4915254237288135,0.0,1.0,0.0,0.0,0.0,0.09730816301002294,0.13714285714285715,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.4375,0.6,1.0,1.0,0.0,0.0,0.0,0.15820955860884012,0.12,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.4375,0.5220338983050847,1.0,1.0,1.0,0.0,0.0,0.05699640102559292,0.05714285714285714,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.5625,0.6372881355932203,1.0,1.0,0.0,0.0,0.0,0.09023577234757245,0.13142857142857142,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.5288135593220339,1.0,1.0,1.0,0.0,1.0,0.07971109913054196,0.08571428571428572,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.375,0.6033898305084745,1.0,1.0,1.0,0.0,1.0,0.17528022459237746,0.2057142857142857,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6875,0.8915254237288135,0.0,1.0,0.0,0.0,1.0,0.15350209069542273,0.11428571428571428,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.4406779661016949,0.0,1.0,1.0,0.0,0.0,0.1883041769706567,0.22857142857142856,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1875,0.3525423728813559,1.0,1.0,1.0,0.0,1.0,0.4522892948380077,0.42857142857142855,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.5288135593220339,1.0,1.0,0.0,0.0,0.0,0.16175254833548466,0.18857142857142858,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.7559322033898305,1.0,1.0,0.0,0.0,0.0,0.2613122311816172,0.32571428571428573,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.6508474576271186,1.0,1.0,0.0,0.0,0.0,0.12752979848801022,0.16,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1875,0.4745762711864407,0.0,1.0,0.0,0.0,0.0,0.17957458173917565,0.17142857142857143,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.625,0.6406779661016948,1.0,1.0,0.0,0.0,0.0,0.09990536867322239,0.08571428571428572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.6406779661016948,1.0,1.0,1.0,0.0,1.0,0.15149957912698864,0.2057142857142857,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.75,0.8135593220338982,1.0,1.0,1.0,0.0,0.0,0.15286491988164055,0.22285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5625,0.8305084745762711,1.0,1.0,1.0,0.0,1.0,0.4261993080863229,0.6114285714285714,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.25,0.48474576271186437,0.0,1.0,1.0,0.0,0.0,0.25956103160381705,0.26285714285714284,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3125,0.5322033898305084,1.0,1.0,0.0,0.0,0.0,0.1290413749235551,0.08571428571428572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.4983050847457627,1.0,1.0,0.0,0.0,1.0,0.08194396706914493,0.08571428571428572,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3125,0.288135593220339,1.0,1.0,0.0,0.0,0.0,0.13106175492624234,0.08,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.375,0.488135593220339,1.0,1.0,0.0,0.0,1.0,0.16330123944828198,0.16,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6875,0.5966101694915253,1.0,1.0,0.0,0.0,0.0,0.09114416978086926,0.11428571428571428,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,0.5254237288135593,1.0,1.0,0.0,0.0,0.0,0.09680509234078519,0.06285714285714286,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.4375,0.8576271186440677,1.0,1.0,0.0,0.0,0.0,0.19016167226296557,0.28,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.375,0.735593220338983,1.0,1.0,0.0,0.0,1.0,0.40165871560798294,0.3657142857142857,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6875,0.7898305084745763,1.0,1.0,0.0,0.0,0.0,0.08659730577472606,0.09142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.3125,0.5220338983050847,1.0,1.0,0.0,0.0,0.0,0.12338469614948837,0.09714285714285714,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6875,0.7627118644067796,1.0,1.0,0.0,0.0,0.0,0.13198999450489424,0.15428571428571428,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.488135593220339,1.0,1.0,1.0,0.0,0.0,0.1793666203703477,0.24,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.25,0.44745762711864406,0.0,0.0,1.0,0.0,0.0,0.08847140958440747,0.09714285714285714,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.49491525423728816,1.0,1.0,0.0,0.0,0.0,0.16369348526522323,0.17714285714285713,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.4375,0.5186440677966101,1.0,1.0,0.0,0.0,1.0,0.14609160411010438,0.12571428571428572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.5625,0.7864406779661016,0.0,1.0,1.0,0.0,0.0,0.12095503046681132,0.13714285714285715,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.4915254237288135,0.0,1.0,0.0,0.0,0.0,0.09853228972035995,0.09142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.5288135593220339,0.0,1.0,0.0,0.0,0.0,0.16892788802499537,0.14857142857142858,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.375,0.6169491525423728,1.0,1.0,0.0,0.0,1.0,0.1786301119366885,0.2057142857142857,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.44745762711864406,0.0,1.0,0.0,0.0,1.0,0.11871455943662114,0.14857142857142858,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.5625,0.45762711864406785,1.0,1.0,1.0,0.0,0.0,0.24256088282783755,0.2571428571428571,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.6203389830508474,1.0,1.0,0.0,0.0,0.0,0.15012358659109692,0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.7254237288135593,1.0,1.0,0.0,0.0,0.0,0.27654994238643027,0.34285714285714286,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.6576271186440678,1.0,1.0,0.0,0.0,1.0,0.13862003612481621,0.07428571428571429,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.5966101694915253,1.0,1.0,1.0,0.0,0.0,0.08519722811030152,0.10285714285714286,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6875,0.8542372881355932,1.0,1.0,0.0,0.0,0.0,0.1102768283657077,0.15428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.4375,0.6508474576271186,0.0,1.0,0.0,0.0,0.0,0.11765345887705013,0.13142857142857142,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.375,0.4745762711864407,0.0,1.0,0.0,0.0,0.0,0.14420157476694787,0.13142857142857142,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.75,0.9457627118644067,1.0,1.0,0.0,0.0,0.0,0.14456198516787677,0.16,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.375,0.7966101694915254,1.0,1.0,1.0,0.0,0.0,0.23712505432129513,0.15428571428571428,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.375,0.488135593220339,0.0,1.0,0.0,0.0,0.0,0.17102341118016728,0.12571428571428572,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.5625,0.6813559322033897,1.0,1.0,0.0,0.0,1.0,0.09481054200912678,0.11428571428571428,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.375,0.48135593220338985,1.0,1.0,0.0,0.0,0.0,0.09802690356636468,0.10285714285714286,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.375,0.423728813559322,1.0,1.0,0.0,0.0,0.0,0.12483537567966087,0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.375,0.6881355932203389,1.0,1.0,1.0,0.0,0.0,0.34059574617218485,0.38857142857142857,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.375,0.5186440677966101,1.0,1.0,0.0,0.0,0.0,0.0662665144954673,0.08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.4375,0.5661016949152542,0.0,0.0,0.0,0.0,1.0,0.07371717432712363,0.08571428571428572,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.488135593220339,1.0,1.0,0.0,0.0,1.0,0.10567415576397499,0.07428571428571429,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.4983050847457627,1.0,0.0,0.0,0.0,0.0,0.14358574736978036,0.18857142857142858,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.3125,0.4915254237288135,1.0,1.0,0.0,0.0,0.0,0.20572288422030308,0.2342857142857143,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.6677966101694914,1.0,1.0,0.0,0.0,0.0,0.18089987338471059,0.12,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,0.45762711864406785,0.0,1.0,0.0,0.0,0.0,0.10021913525222914,0.05142857142857143,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.625,0.7966101694915254,1.0,1.0,1.0,0.0,0.0,0.1565482299096958,0.2342857142857143,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.5625,0.5084745762711864,1.0,1.0,1.0,0.0,0.0,0.221765251200373,0.21142857142857144,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.625,0.9559322033898305,1.0,1.0,0.0,0.0,1.0,0.15972405485015428,0.18857142857142858,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3125,0.583050847457627,1.0,1.0,0.0,0.0,1.0,0.29394014505951743,0.32571428571428573,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.75,0.8406779661016949,1.0,1.0,0.0,0.0,0.0,0.09513343112348698,0.08571428571428572,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,0.43728813559322033,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.4375,0.6067796610169491,1.0,1.0,0.0,0.0,1.0,0.21010140795228027,0.22857142857142856,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.375,0.39322033898305087,0.0,1.0,1.0,0.0,1.0,0.07633087336460098,0.08,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.8125,0.911864406779661,1.0,1.0,1.0,0.0,0.0,0.10802489941954496,0.13142857142857142,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1875,0.20338983050847456,1.0,1.0,0.0,0.0,0.0,0.11246333591985709,0.12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0625,0.6983050847457627,1.0,1.0,1.0,0.0,0.0,0.17279572184454586,0.14285714285714285,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1875,0.49491525423728816,1.0,1.0,0.0,0.0,1.0,0.3607915086890426,0.37714285714285717,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.759322033898305,1.0,1.0,0.0,0.0,1.0,0.17060935705280475,0.1657142857142857,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4375,0.6542372881355931,1.0,1.0,1.0,0.0,0.0,0.12758831718906077,0.10285714285714286,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
