text,truth,prediction
"We study theoretically the propagation of a step-modulated optical field as it passes through a dispersive dielectric made up of a dilute collection of oscillators characterized by a single narrow-band resonance. The propagated field is given in terms of an integral of a Fourier type, which cannot be evaluated even for simple models of the dispersive dielectric. The fact that the oscillators have a low number density (dilute medium) and have a narrow-band resonance allows us to simplify the integrand. In this case, the integral can be evaluated exactly, although it is not possible using this method to separate out the transient part of the propagated field known as optical precursors. We also use an asymptotic method (saddle-point method) to evaluate the integral. The contributions to the integral related to the saddle-points of the integrand give rise to the optical precursors. We obtain analytic expressions for the precursor fields and the domain over which the asymptotic method is valid. When combined to obtain the total transient field, we find that the agreement between the solutions obtained by the asymptotic and the exact methods is excellent. Our results demonstrate that precursors can persist for many nanoseconds and the chirp in the instantaneous frequency of the precursors can manifest itself in beats in the transmitted intensity. Our work strongly suggests that precursors have been observed in many previous experiments. ",0,0
"We consider an electrostatic qubit, interacting with a fluctuating charge of single electron transistor (SET) in the framework of exactly solvable model. The SET plays a role of the fluctuating environment affecting the qubit's parameters in a controllable way. We derive the rate equations describing dynamics of the entire system for both weak and strong qubit-SET coupling. Solving these equation we obtain decoherence and relaxation rates of the qubit, as well as the spectral density of the fluctuating qubit's parameters. We found that in the weak coupling regime the decoherence and relaxation rates are directly related to the spectral density taken at Rabi or at zero frequency, depending on what a particular qubit's parameters is fluctuating. This relation holds also in the presence of weak back-action of the qubit on the fluctuating environment. In the case of strong back-action, such simple relationship no longer holds, even if the qubit-SET coupling is small. It does not hold either in the strong-coupling regime, even in the absence of the back-action. In addition, we found that our model predicts localization of the qubit in the strong-coupling regime, resembling that of the spin-boson model. ",0,0
"The Method of Invariant Grid (MIG) is an iterative procedure for model reduction in chemical kinetics which is based on the notion of Slow Invariant Manifold (SIM) [1-4]. Important role, in that method, is played by the initial grid which, once refined, gives a description of the invariant manifold: the invariant grid. A convenient way to get a first approximation of the SIM is given by the Spectral Quasi Equilibrium Manifold (SQEM) [1-2]. In the present paper, a flexible numerical method to construct the discrete analog of a Quasi Equilibrium Manifold, in any dimension, is presented. That object is named Quasi Equilibrium Grid (QEG), while the procedure Quasi Equilibrium Grid Algorithm. Extensions of the QEM notion are also suggested. The QEG is a numerical tool which can be used to find a grid-based approximation for the locus of minima of a convex function under some linear constraints. The method is validated by construction of one and two-dimensional grids for model hydrogen oxidation reaction. ",0,0
"We present the class of regular homogeneous T-models with vacuum dark fluid, associated with a variable cosmological term. The vacuum fluid is defined by the symmetry of its stress-energy tensor, i.e., its invariance under Lorentz boosts in a distinguished spatial direction (p_j=-ρ), which makes this fluid essentially anisotropic and allows its density to evolve. Typical features of homogeneous regular T-models are: the existence of a Killing horizon; beginning of the cosmological evolution from a null bang at the horizon; the existence of a regular static pre-bang region visible to cosmological observers; creation of matter from anisotropic vacuum, accompanied by very rapid isotropization. We study in detail the spherically symmetric regular T-models on the basis of a general exact solution for a mixture of the vacuum fluid and dustlike matter and apply it to give numerical estimates for a particular model which illustrates the ability of cosmological T-models to satisfy the observational constraints. ",0,0
"Recent numerical simulations of binary black hole mergers show the possibility of producing very large recoil velocities (> 3000 km/s). Kicks of this magnitude should be sufficient to eject the final black hole from virtually any galactic potential. This result has been seen as a potential contradiction with observations of supermassive black holes residing in the centers of most galaxies in the local universe. Using an extremely simplified merger tree model, we show that, even in the limit of very large ejection probability, after a small number of merger generations there should still be an appreciable fraction (>50",0,0
"We have observed IRAS06468-0325 obtaining optical and infrared images through IJHKs and L' filters, K-band low-resolution spectroscopy, together with millimetre line observations of CO and CS. IRAS06468-0325 has a very unusual and enigmatic morphology with two components: a bright, close to point-like source (the diamond) and a sharp-edge ring-like structure (the ring). The source is not detected in the optical, at wavelengths shorter than the I-band. The diamond is seen in all the imaging bands observed. The ring-like structure in IRAS06468-0325 is clearly seen in the I, J, H, and Ks. It is not detected in the L'-band image. Infrared colours of the diamond are compatible with excess circumstellar emission and a young stellar nature. A strongly non-gaussian and moderately bright CO(1-0) and 13CO(2-1) lines are seen towards IRAS06468-0325, at v_LSR of 30.5 km s-1 (corresponding to a kinematic distance of 3 kpc). Very weak C18O(2-1) and CS(2-1) lines were detected. K-band spectra of the diamond and of the ring are similar both in the slope of the continuum and in the presence of lines supporting the idea that the ring is reflected light from the diamond. With the current data, a few different scenarios are possible to explain the morphology of this object. However, the available data seem to favour that the morphology of IRAS06468-0325 correspond to a young stellar multiple system in a transient stage where a binary co-exists with a circumbinary disc, similar to the case of GG Tau. In this case, the sharpness of the well-defined ring may be due to tidal truncation from dynamic interactions between components in a binary or multiple stellar system. IRAS06468-0325 may be an important rare case that illustrates a short-lived stage of the process of binary or multiple star formation. ",0,0
"Background: Duplication of genes is important for evolution of molecular networks. Many authors have therefore considered gene duplication as a driving force in shaping the topology of molecular networks. In particular it has been noted that growth via duplication would act as an implicit way of preferential attachment, and thereby provide the observed broad degree distributions of molecular networks.Results: We extend current models of gene duplication and rewiring by including directions and the fact that molecular networks are not a result of unidirectional growth. We introduce upstream sites and downstream shapes to quantify potential links during duplication and rewiring. We find that this in itself generates the observed scaling of transcription factors for genome sites in procaryotes. The dynamical model can generate a scale-free degree distribution, p(k)prop; 1/k^gamma;, with exponentgamma;=1 in the non-growing case, and withgamma;>1 when the network is growing.Conclusions: We find that duplication of genes followed by substantial recombination of upstream regions could generate main features of genetic regulatory networks. Our steady state degree distribution is however to broad to be consistent with data, thereby suggesting that selective pruning acts as a main additional constraint on duplicated genes. Our analysis shows that gene duplication can only be a main cause for the observed broad degree distributions, if there is also substantial recombinations between upstream regions of genes. ",0,0
"The past three decades of investigation on nuclear physics and pulsar astrophysics have seen gradual recognition that elastodynamic approach to the continuum mechanics of nuclear matter provides proper account of macroscopic motions of degenerate Fermi-matter constituting interior of the nuclear material objects, the densest of all known today. This paper focuses on one theoretical issue of this development which is concerned with oscillatory behavior of a viscoelastic solid globe in the regime of quasistatic, force-free, non-compressional oscillations less investigated in the literature compared to oscillations in the regime of standing shear waves. We show that in this case the problem of computing frequency and lifetime of spheroidal and torsional modes of non-radial shear vibrations damped by viscosity can be unambiguously resolved by working from the energy balance equation and taking advantage of the Rayleigh's variational method. The efficiency of this method is demonstrated by solid globe models of nuclear physics and pulsar astrophysics dealing with oscillations of a spherical mass of a viscoelastic Fermi-solid with homogeneous and non-homogeneous profiles of the bulk density, the shear modulus, and the shear viscosity. ",0,0
"We examine the relationship between little Higgs and 5d composite models with identical symmetry structures. By performing an 'extreme' deconstruction, one can reduce any warped composite model to a little Higgs theory on a handful of sites. This allows us to use 4d intuition and the powerful constraints of nonlinear sigma models to elucidate obscure points in the original setup. We find that the finiteness of the Higgs potential in 5d is due to the same collective symmetry breaking as in the little Higgs. We compare a 4d and a 5d model with the same symmetry to the data. Reviewing the constraints on models related to the Minimal Composite Higgs (hep-ph/0412089), we see that it has difficulty in producing acceptable values for S, T, and m_top simultaneously. By contrast, in a global analysis, the Minimal Moose with custodial symmetry is viable in a large region of its parameter space and suffers from no numeric tunings. We conjecture that this result is generic for 4d and 5d models with identical symmetries. The data will less strongly constrain the little theory. ",0,0
"We consider the question of how large a subspace of a given bipartite quantum system can be when the subspace contains only highly entangled states. This is motivated in part by results of Hayden et al., which show that in large d x d–dimensional systems there exist random subspaces of dimension almost d^2, all of whose states have entropy of entanglement at least log d - O(1). It is also related to results due to Parthasarathy on the dimension of completely entangled subspaces, which have connections with the construction of unextendible product bases. Here we take as entanglement measure the Schmidt rank, and determine, for every pair of local dimensions dA and dB, and every r, the largest dimension of a subspace consisting only of entangled states of Schmidt rank r or larger. This exact answer is a significant improvement on the best bounds that can be obtained using random subspace techniques. We also determine the converse: the largest dimension of a subspace with an upper bound on the Schmidt rank. Finally, we discuss the question of subspaces containing only states with Schmidt equal to r. ",0,0
"Let M be a smooth manifold and letbe a codimension one, C^∞ foliation on M, with isolated singularities of Morse type. The study and classification of pairs (M,) is a challenging (and difficult) problem. In this setting, a classical result due to Reeb <cit.> states that a manifold admitting a foliation with exactly two center-type singularities is a sphere. In particular this is true if the foliation is given by a function. Along these lines a result due to Eells and Kuiper <cit.> classify manifolds having a real-valued function admitting exactly three non-degenerate singular points. In the present paper, we prove a generalization of the above mentioned results. To do this, we first describe the possible arrangements of pairs of singularities and the corresponding codimension one invariant sets, and then we give an elimination procedure for suitable center-saddle and some saddle-saddle configurations (of consecutive indices). In the second part, we investigate if other classical results, such as Haefliger and Novikov (Compact Leaf) theorems, proved for regular foliations, still hold true in presence of singularities. At this purpose, in the singular set, Sing() of the foliation , we consider weakly stable components, that we define as those components admitting a neighborhood where all leaves are compact. If Sing() admits only weakly stable components, given by smoothly embedded curves diffeomorphic to S^1, we are able to extend Haefliger's theorem. Finally, the existence of a closed curve, transverse to the foliation, leads us to state a Novikov-type result. ",0,0
"Charmless 3-body decays of B mesons are studied in the framework of the factorization approach. The nonresonant contributions arising from B→ P_1P_2 transitions are evaluated using heavy meson chiral perturbation theory (HMChPT). The momentum dependence of nonresonant amplitudes is assumed to be in the exponential form e^-α_NR p_B·(p_i+p_j) so that the HMChPT results are recovered in the soft meson limit p_i, p_j→ 0. In addition, we have identified another large source of the nonresonant signal in the matrix elements of scalar densities, e.g. <KK̅|s̅s|0>, which can be constrained from the decay B̅^0→ K_SK_SK_S or B^-→ K^-K_SK_S. The intermediate vector meson contributions to 3-body decays are identified through the vector current, while the scalar meson resonances are mainly associated with the scalar density. Their effects are described in terms of the Breit-Wigner formalism. Our main results are: (i) All KKK modes are dominated by the nonresonant background. The predicted branching ratios of K^+K^-K_S(L), K^+K^-K^- and K^-K_SK_S modes are consistent with the data within errors. (ii) Although the penguin-dominated B^0→ K^+K^-K_S decay is subject to a potentially significant tree pollution, its effective sin 2β is very similar to that of the K_SK_SK_S mode. However, direct CP asymmetry of the former, being of order -4",0,0
"In several classes of particle physics models – ranging from the classical Majoron models, to the more recent scenarios of late neutrino masses or Mass-Varying Neutrinos – one or more of the neutrinos are postulated to couple to a new light scalar field. As a result of this coupling, neutrinos in the early universe instead of streaming freely could form a self-coupled fluid, with potentially observable signatures in the Cosmic Microwave Background and the large scale structure of the universe. We re-examine the constraints on this scenario from the presently available cosmological data and investigate the sensitivity expected from the Planck satellite. In the first case, we find that the sensitivity strongly depends on which piece of data is used. The SDSS Main sample data, combined with WMAP and other data, disfavors the scenario of three coupled neutrinos at about the 3.5σ confidence level, but also favors a high number of freely streaming neutrinos, with the best fit at 5.2. If the matter power spectrum is instead taken from the SDSS Large Red Galaxy sample, best fit point has 2.5 freely streaming neutrinos, but the scenario with three coupled neutrinos becomes allowed at 2σ. In contrast, Planck alone will exclude even a single self-coupled neutrino at the 4.2σ confidence level, and will determine the total radiation at CMB epoch to Δ N_ν^eff = ^+0.5_-0.3 (1σ errors). We investigate the robustness of this result with respect to the details of Planck's detector. This sensitivity to neutrino free-streaming implies that Planck will be capable of probing a large region of the Mass-Varying Neutrino parameter space. Planck may also be sensitive to a scale of neutrino mass generation as high as 1 TeV. ",0,0
"We explore the implications of a possible cosmic ray (CR) background generated during the first supernova explosions that end the brief lives of massive Population III stars. We show that such a CR background could have significantly influenced the cooling and collapse of primordial gas clouds in minihaloes around redshifts of z15 - 20, provided the CR flux was sufficient to yield an ionization rate greater than about 10^-19 s^-1 near the center of the minihalo. The presence of CRs with energies less than approximately 10^7 eV would indirectly enhance the molecular cooling in these regions, and we estimate that the resulting lower temperatures in these minihaloes would yield a characteristic stellar mass as low as10 M_sun. CRs have a less pronounced effect on the cooling and collapse of primordial gas clouds inside more massive dark matter haloes with virial masses greater than approximately 10^8 M_sun at the later stages of cosmological structure formation around z10 - 15. In these clouds, even without CR flux the molecular abundance is already sufficient to allow cooling to the floor set by the temperature of the cosmic microwave background. ",0,0
"A new class of Erbium doped glasses with compositions xNa2O - (60-x)PbCl2 - 40P2O5 (x=0, 10, 20 and 30) were fabricated and characterized for optical properties. Absorption spectra were analyzed for important Judd-Ofelt parameters from the integrated intensities of various Er3+ glass absorption bands. Photoluminescence (PL) and its decay behavior studies were carried out for the transition 4I13/2 -> 4I15/2. A systematic correlation between the Judd-Ofelt parameter omega2 and the covalent nature of the glass matrix was observed, due to increased role of bridging oxygens in the glass network. The PL broadness and life times of 4I13/2_> 4I15/2 transition were typically in the range of 40-60nm and 2.13-2.5ms respectively. These glasses broadly showed high transparency, high refractive index, shorter life times and, most importantly, these glasses were found to be capable of being doped with larger concentrations of Er3+ (up to 4 wt",0,0
"We use a semianalytic galaxy catalogue constructed from the Millennium Simulation to study the satellites of isolated galaxies in the LCDM cosmogony. This sample ( 80,000bright primaries, surrounded by178,000 satellites) allows the characterization, with minimal statistical uncertainty, of the dynamical properties of satellite/primary galaxy systems in a LCDM universe. We find that, overall, the satellite population traces the dark matter rather well: its spatial distribution and kinematics may be approximated by an NFW profile with a mildly anisotropic velocity distribution. Their spatial distribution is also mildly anisotropic, with a well-defined “anti-Holmberg” effect that reflects the misalignment between the major axis and angular momentum of the host halo. The isolation criteria for our primaries picks not only galaxies in sparse environments, but also a number of primaries at the centre of ”fossil” groups. We find that the abundance and luminosity function of these unusual systems are in reasonable agreement with the few available observational constraints. We recover the expected L_hostσ_sat^3 relation for LCDM models for truly-isolated primaries. Less strict primary selection, however, leads to substantial modification of the scaling relation. Our analysis also highlights a number of difficulties afflicting studies that rely on blind stacking of satellite systems to constrain the mean halo mass of the primary galaxies.",0,0
"Using a sample of almost 7000 strong MgII absorbers with 0.4 < z < 2.2 detected in the SDSS DR4 dataset, we investigate the gravitational lensing and dust extinction effects they induce on background quasars. After carefully quantifying several selection biases, we isolate the reddening effects as a function of redshift and absorber rest equivalent width, W_0. We find the amount of dust to increase with cosmic time as (1+z)^(-1.1 +/- 0.4), following the evolution of cosmic star density or integrated star formation rate. We measure the reddening effects over a factor 30 in E(B-V) and we find the dust column density to be proportional to W_0^(1.9 +/- 0.2), which provides an important scaling for theoretical modeling of metal absorbers. We also measure the dust-to-metals ratio and find it similar to that of the Milky Way.In contrast to previous studies, we do not detect any gravitational magnification by MgII systems. We measure the upper limit μ<1.10 and discuss the origin of the discrepancy. Finally, we estimate the fraction of absorbers missed due to extinction effects and show that it rises from 1 to 50",0,0
"The silver chalcogenides provide a striking example of the benefits of imperfection. Nanothreads of excess silver cause distortions in the current flow that yield a linear and non-saturating transverse magnetoresistance (MR). Associated with the large and positive MR is a negative longitudinal MR. The longitudinal MR only occurs in the three-dimensional limit and thereby permits the determination of a characteristic length scale set by the spatial inhomogeneity. We find that this fundamental inhomogeneity length can be as large as ten microns. Systematic measurements of the diagonal and off-diagonal components of the resistivity tensor in various sample geometries show clear evidence of the distorted current paths posited in theoretical simulations. We use a random resistor network model to fit the linear MR, and expand it from two to three dimensions to depict current distortions in the third (thickness) dimension. When compared directly to experiments on Ag_2±δSe and Ag_2±δTe, in magnetic fields up to 55 T, the model identifies conductivity fluctuations due to macroscopic inhomogeneities as the underlying physical mechanism. It also accounts reasonably quantitatively for the various components of the resistivity tensor observed in the experiments. ",0,0
"The vacuum dependence on boundary conditions in quantum field theories is analysed from a very general viewpoint. From this perspective the renormalization prescriptions not only imply the renormalization of the couplings of the theory in the bulk but also the appearance of a flow in the space of boundary conditions. For regular boundaries this flow has a large variety of fixed points and no cyclic orbit. The family of fixed points includes Neumann and Dirichlet boundary conditions. In one-dimensional field theories pseudoperiodic and quasiperiodic boundary conditions are also RG fixed points. Under these conditions massless bosonic free field theories are conformally invariant. Among all fixed points only Neumann boundary conditions are infrared stable fixed points. All other conformal invariant boundary conditions become unstable under some relevant perturbations. In finite volumes we analyse the dependence of the vacuum energy along the trajectories of the renormalization group flow providing an interesting framework for dark energy evolution. On the contrary, the renormalization group flow on the boundary does not affect the leading behaviour of the entanglement entropy of the vacuum in one-dimensional conformally invariant bosonic theories. ",0,0
"The magnetoelectric behavior of BiFeO_3 has been explored on the basis of accurate density functional calculations. The structural, electronic, magnetic, and ferroelectric properties of BiFeO_3 are predicted correctly without including strong correlation effect in the calculation. Moreover, the experimentally-observed elongation of cubic perovskite-like lattice along the [111] direction is correctly reproduced. At high pressure we predicted a pressure-induced structural transition and the total energy calculations at expanded lattice show two lower energy ferroelectric phases, closer in energy to the ground state phase. Band-structure calculations show that BiFeO_3 will be an insulator in A- and G-type antiferromagnetic phases and a metal in other magnetic configurations. Chemical bonding in BiFeO_3 has been analyzed using various tools and electron localization function analysis shows that stereochemically active lone-pair electrons at the Bi sites are responsible for displacements of the Bi atoms from the centro-symmetric to the noncentrosymmetric structure and hence the ferroelectricity. A large ferroelectric polarization (88.7 μC/cm^2) is predicted in accordance with recent experimental findings. The net polarization is found to mainly (> 98",0,0
"To examine the evolution of giant molecular clouds in the stream of a hot plasma we performed two-dimensional hydrodynamical simulations that take full account of self-gravity, heating and cooling effects and heat conduction by electrons. We use the thermal conductivity of a fully ionized hydrogen plasma proposed by Spitzer and a saturated heat flux according to CowieMcKee in regions where the mean free path of the electrons is large compared to the temperature scaleheight. Significant structural and evolutionary differences occur between simulations with and without heat conduction. Dense clouds in pure dynamical models experience dynamical destruction by Kelvin-Helmholtz (KH) instability. In static models heat conduction leads to evaporation of such clouds. Heat conduction acting on clouds in a gas stream smooths out steep temperature and density gradients at the edge of the cloud because the conduction timescale is shorter than the cooling timescale. This diminishes the velocity gradient between the streaming plasma and the cloud, so that the timescale for the onset of KH instabilities increases, and the surface of the cloud becomes less susceptible to KH instabilities. The stabilisation effect of heat conduction against KH instability is more pronounced for smaller and less massive clouds. As in the static case more realistic cloud conditions allow heat conduction to transfer hot material onto the cloud's surface and to mix the accreted gas deeper into the cloud. ",0,0
"In this paper we demonstrate a technique of utilizing magnetically trapped neutral Rb-87 atoms to measure the magnitude and direction of stray electric fields emanating from surface contaminants. We apply an alternating external electric field that adds to (or subtracts from) the stray field in such a way as to resonantly drive the trapped atoms into a mechanical dipole oscillation. The growth rate of the oscillation's amplitude provides information about the magnitude and sign of the stray field gradient. Using this measurement technique, we are able to reconstruct the vector electric field produced by surface contaminants. In addition, we can accurately measure the electric fields generated from adsorbed atoms purposely placed onto the surface and account for their systematic effects, which can plague a precision surface-force measurement. We show that baking the substrate can reduce the electric fields emanating from adsorbate, and that the mechanism for reduction is likely surface diffusion, not desorption. ",0,0
