text,truth,prediction
"We derive a perturbation expansion for general self-interacting random walks, where steps are made on the basis of the history of the path. Examples of models where this expansion applies are reinforced random walk, excited random walk, the true (weakly) self-avoiding walk, loop-erased random walk, and annealed random walk in random environment.In this paper we show that the expansion gives rise to useful formulae for the speed and variance of the random walk, when these quantities are known to exist. The results and formulae of this paper have been used elsewhere by the authors to prove monotonicity properties for the speed (in high dimensions) of excited random walk and related models, and certain models of random walk in random environment.We also derive a law of large numbers and central limit theorem (with explicit error terms) directly from this expansion, under strong assumptions on the expansion coefficients. The assumptions are shown to be satisfied by excited random walk in high dimensions with small excitation parameter, a model of reinforced random walk with underlying drift and small reinforcement parameter, and certain models of random walk in random environment under strong ellipticity conditions. This is the extended version of the paper, where we provide all proofs. ",0,1
"Modifications to quark and antiquark fragmentation functions due to quark-quark (antiquark) double scattering in nuclear medium are studied systematically up to order O(α_s^2)in deeply inelastic scattering (DIS) off nuclear targets. At the orderO(α_s^2), twist-four contributions from quark-quark (antiquark) rescattering also exhibit the Landau-Pomeranchuck-Midgal (LPM) interference feature similar to gluon bremsstrahlung induced by multiple parton scattering. Compared to quark-gluon scattering, the modification, which is dominated byt-channel quark-quark (antiquark) scattering, is only smaller by a factor ofC_F/C_A=4/9times the ratio of quark and gluon distributions in the medium. Such a modification is not negligible for realistic kinematics and finite medium size. The modifications to quark (antiquark) fragmentation functions from quark-antiquark annihilation processes are shown to be determined by the antiquark (quark) distribution density in the medium. The asymmetry in quark and antiquark distributions in nuclei will lead to different modifications of quark and antiquark fragmentation functions inside a nucleus, which qualitatively explains the experimentally observed flavor dependence of the leading hadron suppression in semi-inclusive DIS off nuclear targets. The quark-antiquark annihilation processes also mix quark and gluon fragmentation functions in the large fractional momentum region, leading to a flavor dependence of jet quenching in heavy-ion collisions.",0,1
"Cosmological shock waves result from supersonic flow motions induced by hierarchical clustering of nonlinear structures in the universe. These shocks govern the nature of cosmic plasma through thermalization of gas and acceleration of nonthermal, cosmic-ray (CR) particles. We study the statistics and energetics of shocks formed in cosmological simulations of a concordance ΛCDM universe, with a special emphasis on the effects of non-gravitational processes such as radiative cooling, photoionization/heating, and galactic superwind feedbacks. Adopting an improved model for gas thermalization and CR acceleration efficiencies based on nonlinear diffusive shock acceleration calculations, we then estimate the gas thermal energy and the CR energy dissipated at shocks through the history of the universe. Since shocks can serve as sites for generation of vorticity, we also examine the vorticity that should have been generated mostly at curved shocks in cosmological simulations. We find that the dynamics and energetics of shocks are governed primarily by the gravity of matter, so other non-gravitational processes do not affect significantly the global energy dissipation and vorticity generation at cosmological shocks. Our results reinforce scenarios in which the intracluster medium and warm-hot intergalactic medium contain energetically significant populations of nonthermal particles and turbulent flow motions. ",0,1
This paper presents a hybrid approach to spatial indexing of two dimensional data. It sheds new light on the age old problem by thinking of the traditional algorithms as working with images. Inspiration is drawn from an analogous situation that is found in machine and human vision. Image processing techniques are used to assist in the spatial indexing of the data. A fixed grid approach is used and bins with too many records are sub-divided hierarchically. Search queries are pre-computed for bins that do not contain any data records. This has the effect of dividing the search space up into non rectangular regions which are based on the spatial properties of the data. The bucketing quad tree can be considered as an image with a resolution of two by two for each layer. The results show that this method performs better than the quad tree if there are more divisions per layer. This confirms our suspicions that the algorithm works better if it gets to look at the data with higher resolution images. An elegant class structure is developed where the implementation of concrete spatial indexes for a particular data type merely relies on rendering the data onto an image. ,0,1
"This thesis discusses the search for supersymmetry at the future Large Hadron Collider (LHC) and the ongoing construction of one of the four large LHC experiments, the Compact Muon Solenoid (CMS), and focuses on the detection of signals from the annihilation of supersymmetric dark matter in the spectra of cosmic rays.Measurements of cosmic ray antiparticles, such as positrons, can impose strong constraints on the nature of new physics beyond the Standard Model. However, cosmic ray positron measurements are experimentally very challenging due to the vast proton background. A novel approach of positron identification with the space-borne AMS-01 experiment, namely through the detection of bremsstrahlung conversion in a silicon microstrip detector, is introduced. Bremsstrahlung from protons is suppressed by a factor of more than 3*10^6 with respect to positrons. The results of the positron measurement show that the bremsstrahlung approach extends the sensitivity range of AMS-01 to positron momenta up to 50 GeV/c, which is far beyond the original scope of the experiment. At momenta above 8 GeV/c there is indication for a positron overabundance with respect to model predictions for purely secondary positron production. Therefore, the AMS-01 data lend further weight to the hints of a positron overabundance seen in the data from earlier experiments.The positron fraction measurements from the most recent experiments are combined with the results of this analysis, giving the most precise positron fraction data yet available. ",0,1
"Fifteen years ago, a structural analysis of the hormone insulin and the retinoblastoma tumor suppressor protein (RB) revealed that they may physically interact with one another. Subsequently, an RB peptide corresponding to the proposed RB binding site for insulin was found to recognize full-length insulin in vitro. As part of efforts aimed at developing this RB peptide into an anti-cancer drug, this molecule was chemically coupled to a cellular internalization signal and termed 'MCR peptide'. Meanwhile, several such MCR peptide variants have been demonstrated to restrain the proliferation of different human cancer cells in vitro and in vivo. Moreover, one of the MCR peptides coined MCR-10 was shown to be capable of interfering with the complex formation between insulin and RB in HepG2 human hepatoma cells, as monitored by immunofluorescence. This latter result indicating an in vivo association between insulin and RB was confirmed by a follow-up study combining the methods of co-immunoprecipitation and immunoblotting. Here, we provide evidence for the existence of the insulin-RB complex in A549 human non-small cell lung cancer cells. Specifically, we demonstrate this heterodimer by means of a magnetic beads-based immunoprecipitation approach and equally show that this dimer can be disrupted by MCR-4 or MCR-10 each of which is known to possess antiproliferative properties, yet to a much lesser extent by a control peptide. Thus, this investigation has yielded another important proof for the occurrence of the insulin-RB dimer and, furthermore, its validity as a target for antineoplastic MCR peptides. ",0,1
"An end-grafted flexible polymer chain in 3d space between two pistons undergoes an abrupt transition from a confined coil to a flower-like conformation when the number of monomers in the chain, N, reaches a critical value. In 2d geometry, excluded volume interactions between monomers of a chain confined inside a strip of finite length 2L transform the coil conformation into a linear string of blobs. However, the blob picture raises questions on the nature of this escape transition. To check the theoretical predictions based on the blob picture we study 2d single polymer chains with excluded volume interactions and with one end grafted in the middle of a strip of length2L and width H by simulating self-avoiding walks on a square lattice with the pruned-enriched-Rosenbluth method (PERM). We estimate the free energy, the end-to-end distance, the number of imprisoned monomers, the order parameter, and its distribution. It is shown that in the thermodynamic limit of large N and L but finite L/N, there is a small but finite jump in several average characteristics, including the order parameter. We also present a theoretical description based on the Landau free energy approach, which is in good agreement with the simulation results. Both simulation results and the analytical theory indicate that the 2d escape transition is a weak first-order phase transition. ",0,1
"Observational cosmology provides us with a large number of high precision data which are used to derive models trying to reproduce “on the mean” our observable patch of the Universe. Most of these attempts are achieved in the framework of a Friedmann-Lemaître cosmology where large scale homogeneity is assumed. However, we know, from the observation of structures at increasing scales, that these models are only approximations of a smoothed or averaged inhomogeneous underlying patern. Anyhow, when modelling the Universe, the usual method is to use continuous functions representing the kinematical scalars of the velocity field, implicitly assuming that they represent volume averages of the corresponding fine-scale inhomogeneous quantities, then put them into the Einstein equations which are solved to give the model and its dependance upon a number of parameters arbitrarily defined. In General Relativity, such a method is very much involved since the equations which determine the metric tensor and the quantities calculated from it are highly nonlinear. The question raised by the method consisting of determining the parameters of an a priori assumed FLRW model from observational data is the “fitting problem” brought to general attention by Ellis and Stoeger in the 80's. This problem has recently experienced a reniewed attention due to the amount of available data and the increase of the minimum scale at which homogeneity can be assumed. We propose a discussion of this issue in the light of the latest developments of observational and theoretical cosmology. ",0,1
"Scaling predictions and results from self-consistent field calculations for bottle-brush polymers with a rigid backbone and flexible side chains under good solvent conditions are summarized and their validity and applicability is assessed by a comparison with Monte Carlo simulations of a simple lattice model. It is shown that under typical conditions, as they are also present in experiments, only a rather weak stretching of the side chains is realized, and then the scaling predictions based on the extension of the Daoud-Cotton blob picture are not applicable.Also two-component bottle brush polymers are considered, where two types (A,B) of side chains are grafted, assuming that monomers of different kind repel each other. In this case, variable solvent quality is allowed for, such that for poor solvent conditions rather dense cylinder-like structures result. Theories predict “Janus Cylinder”-type phase separation along the backbone in this case. The Monte Carlo simulations, using the pruned-enriched Rosenbluth method (PERM) then are restricted to rather short side chain length. Nevertheless, evidence is obtained that the phase separation between an A-rich part of the cylindrical molecule and a B-rich part can only occur locally. The correlation length of this microphase separation can be controlled by the solvent quality. This lack of a phase transition is interpreted by an analogy with models for ferromagnets in one space dimension. ",0,1
"New high-resolution observations reveal that small-scale magnetic flux concentrations have a delicate substructure on a spatial scale of 0.1”. Its basic structure can be interpreted in terms of a magnetic flux sheet or tube that vertically extends through the ambient weak-field or field-free atmosphere with which it is in mechanical equilibrium. A more refined interpretation comes from new three-dimensional magnetohydrodynamic simulations that are capable of reproducing the corrugated shape of magnetic flux concentrations and their signature in the visible continuum. Furthermore it is shown that the characteristic asymmetric shape of the contrast profile of facular granules is an effect of radiative transfer across the rarefied atmosphere of the magnetic flux concentration. I also discuss three-dimensional radiation magnetohydrodynamic simulations of the integral layers from the top of the convection zone to the mid-chromosphere. They show a highly dynamic chromospheric magnetic field, marked by rapidly moving filaments of stronger than average magnetic field that form in the compression zone downstream and along propagating shock fronts. The simulations confirm the picture of flux concentrations that strongly expand through the photosphere into a more homogeneous, space filling chromospheric field. Future directions in the simulation of small-scale magnetic fields are indicated by a few examples of very recent work. ",0,1
"The mean curvature flow describes the parabolic deformation of embedded branes in Riemannian geometry driven by their extrinsic mean curvature vector, which is typically associated to surface tension forces. It is the gradient flow of the area functional, and, as such, it is naturally identified with the boundary renormalization group equation of Dirichlet sigma models away from conformality, to lowest order in perturbation theory. D-branes appear as fixed points of this flow having conformally invariant boundary conditions. Simple running solutions include the paper-clip and the hair-pin (or grim-reaper) models on the plane, as well as scaling solutions associated to rational (p, q) closed curves and the decay of two intersecting lines. Stability analysis is performed in several cases while searching for transitions among different brane configurations. The combination of Ricci with the mean curvature flow is examined in detail together with several explicit examples of deforming curves on curved backgrounds. Some general aspects of the mean curvature flow in higher dimensional ambient spaces are also discussed and obtain consistent truncations to lower dimensional systems. Selected physical applications are mentioned in the text, including tachyon condensation in open string theory and the resistive diffusion of force-free fields in magneto-hydrodynamics. ",0,1
"Based on the fact that the underpotential electrochemical deposition of Ag atoms on the Au(100) surface exhibits sharp first-order phase transitions at well-defined values of the (coexistence) chemical potential (μ_coex), we performed extensive simulations aimed at investigating the hysteretic dynamic behavior of the system close to coexistence upon the application of a periodic signal of the form μ(t) = μ_coex + μ_osin(2Π t/τ), where μ_o and τ are the amplitude and the period of the sweep, respectively. For relatively short periods and small enough amplitudes the system becomes trapped either at low or high Ag coverage states, as evidenced by recording hysteresis loops. This scenario is identified as dynamically ordered states (DOS), such that the relaxation time (τ_relax) of the corresponding metastable state obeys τ_relax > τ. On the other hand, by properly increasing μ_o or/and τ, one finds that the Ag coverage gently follows the external drive (here τ_relax < τ) and the system is said to enter into dynamically disordered states (DDS), where hysteresis loops show almost symmetric limiting cycles. This symmetry breaking between limiting cycles driven by an external signal is discussed in terms of the concept of (out-of-equilibrium) Dynamic Phase Transitions between DOS and DDS, similar to those encountered when a magnetic system is placed in the presence of a variable external magnetic field. However, a careful finite-size scaling study reveals that, at least at T = 300K, the Ag/Au(100) system does not exhibit true second-order phase transitions but rather a crossover behavior between states. A diagram showing the location of the ordered and disordered states in the μ versus τ plane is obtained and discussed. ",0,1
"The dynamics of information dissemination in social networks is of paramount importance in processes such as rumors or fads propagation, spread of product innovations or 'word-of-mouth' communications. Due to the difficulty in tracking a specific information when it is transmitted by people, most understanding of information spreading in social networks comes from models or indirect measurements. Here we present an integrated experimental and theoretical framework to understand and quantitatively predict how and when information spreads over social networks. Using data collected in Viral Marketing campaigns that reached over 31,000 individuals in eleven European markets, we show the large degree of variability of the participants' actions, despite them being confronted with the common task of receiving and forwarding the same piece of information. This have a profound effect on information diffusion: Firstly, most of the transmission takes place due to super-spreading events which would be considered extraordinary in population-average models. Secondly, due to the different way individuals schedule information transmission we observe a slowing down of the spreading of information in social networks that happens in logarithmic time. Quantitative description of the experiments is possible through an stochastic branching process which corroborates the importance of heterogeneity. Since high variability of both the intensity and frequency of human responses are found in many other activities, our findings are pertinent to many other human driven diffusion processes like rumors, fads, innovations or news which has important consequences for organizations management, communications, marketing or electronic social communities. ",0,1
"Using Rossi X-ray Timing Explorer Seyfert 1 and 1.2 data spanning 9 years, we study correlations between X-ray spectral features. The sample consists of 350 time-resolved spectra from 12 Seyfert 1 and 1.2 galaxies. Each spectrum is fitted to a model with an intrinsic powerlaw X-ray spectrum produced close to the central black hole that is reprocessed and absorbed by material around the black hole. To test the robustness of our results, we performed Monte Carlo simulations of the spectral sample. We find a complex relationship between the iron line equivalent width (EW) and the underlying power law index (Gamma). The data reveal a correlation between Gamma and EW which turns over at Gamma <2, but finds a weak anti-correlation for steeper photon indices. We propose that this relationship is driven by dilution of a disk spectrum (which includes the narrow iron line) by a beamed jet component and, hence, could be used as a diagnostic of jet-dominance. In addition, our sample shows a strong correlation between the reflection fraction (R) and Gamma, but we find that it is likely the result of modeling degeneracies. We also see the X-ray Baldwin effect (an anti-correlation between the 2-10 keV X-ray luminosity and EW) for the sample as a whole, but not for the individual galaxies and galaxy types. ",0,1
"A charge injection technique is applied to the X-ray CCD camera, XIS (X-ray Imaging Spectrometer) onboard Suzaku. The charge transfer inefficiency (CTI) in each CCD column (vertical transfer channel) is measured by the injection of charge packets into a transfer channel and subsequent readout. This paper reports the performances of the charge injection capability based on the ground experiments using a radiation damaged device, and in-orbit measurements of the XIS. The ground experiments show that charges are stably injected with the dispersion of 91eV in FWHM in a specific column for the charges equivalent to the X-ray energy of 5.1keV. This dispersion width is significantly smaller than that of the X-ray events of 113eV (FWHM) at approximately the same energy. The amount of charge loss during transfer in a specific column, which is measured with the charge injection capability, is consistent with that measured with the calibration source. These results indicate that the charge injection technique can accurately measure column-dependent charge losses rather than the calibration sources. The column-to-column CTI correction to the calibration source spectra significantly reduces the line widths compared to those with a column-averaged CTI correction (from 193eV to 173eV in FWHM on an average at the time of one year after the launch). In addition, this method significantly reduces the low energy tail in the line profile of the calibration source spectrum. ",0,1
"We describe the results of an extremely deep, 0.28 deg^2 survey for z = 3.1 Ly-alpha emission-line galaxies in the Extended Chandra Deep Field South. By using a narrow-band 5000 Anstrom filter and complementary broadband photometry from the MUSYC survey, we identify a statistically complete sample of 162 galaxies with monochromatic fluxes brighter than 1.5 x 10^-17 ergs cm^-2 s^-1 and observers frame equivalent widths greater than 80 Angstroms. We show that the equivalent width distribution of these objects follows an exponential with a rest-frame scale length of w_0 = 76 +/- 10 Angstroms. In addition, we show that in the emission line, the luminosity function of Ly-alpha galaxies has a faint-end power-law slope of alpha = -1.49 +/- 0.4, a bright-end cutoff of log L^* = 42.64 +/- 0.2, and a space density above our detection thresholds of 1.46 +/- 0.12 x 10^-3 h70^3 galaxies Mpc^-3. Finally, by comparing the emission-line and continuum properties of the LAEs, we show that the star-formation rates derived from Ly-alpha are3 times lower than those inferred from the rest-frame UV continuum. We use this offset to deduce the existence of a small amount of internal extinction within the host galaxies. This extinction, coupled with the lack of extremely-high equivalent width emitters, argues that these galaxies are not primordial Pop III objects, though they are young and relatively chemically unevolved. ",0,1
"We obtained H-band polarimetric data of IRAS 19312+1950 using the near-infrared camera (CIAO) on the 8 m Subaru telescope. In order to investigate the physical properties of the central star and the nebula, we performed dust radiative transfer modeling and compared the model results with the observed spectral energy distributions (SEDs), the radial profiles of the total intensity image, and the fraction of linear polarization map. The total intensity image shows a nearly spherical core with3' radius, an S-shaped arm extending10' in the northwest to southeast direction, and an extended lobe towards the southwest. The polarization map shows a centro-symmetric vector alignment in almost the entire nebula and low polarizations along the S-shaped arm. These results suggest that the nebula is accompanied by a central star, and the S-shaped arm has a physically ring-like structure. From our radiative transfer modeling, we estimated the stellar temperature, the bolometric luminosity, and the current mass-loss rate to be 2800 K, 7000 L_sun, and 5.3x10^-6 M_sun yr^-1, respectively. Taking into account previous observational results, such as the detection of SiO maser emissions and silicate absorption feature in the 10 μm spectrum, our dust radiative transfer analysis based on our NIR imaging polarimetry suggests that (1) the central star of IRAS 19312+1950 is likely to be an oxygen-rich, dust-enshrouded AGB star and (2) most of the circumstellar material originates from other sources (e.g. ambient dark clouds) rather than as a result of mass loss from the central star. ",0,1
"We report new magnetic field measurements for 14 classical T Tauri stars (CTTSs). We combine these data with one previous field determination in order to compare our observed field strengths with the field strengths predicted by magnetospheric accretion models. We use literature data on the stellar mass, radius, rotation period, and disk accretion rate to predict the field strength that should be present on each of our stars according to these magnetospheric accretion models. We show that our measured field values do not correlate with the field strengths predicted by simple magnetospheric accretion theory. We also use our field strength measurements and literature X-ray luminosity data to test a recent relationship expressing X-ray luminosity as a function of surface magnetic flux derived from various solar feature and main sequence star measurements. We find that the T Tauri stars we have observed have weaker than expected X-ray emission by over an order of magnitude on average using this relationship. We suggest the cause for this is actually a result of the very strong fields on these stars which decreases the efficiency with which gas motions in the photosphere can tangle magnetic flux tubes in the corona. ",0,1
"As a first step to analyze the electromagnetic meson production reactions in the nucleon resonance region, the parameters of the hadronic interactions of a dynamical coupled-channel model, developed in Physics Reports 439, 193 (2007), are determined by fitting the π N scattering data. The channels included in the calculations are π N, η N and ππ N which has πΔ, ρ N, and σ N resonant components. The non-resonant meson-baryon interactions of the model are derived from a set of Lagrangians by using a unitary transformation method. One or two bare excited nucleon states in each of S, P, D, and F partial waves are included to generate the resonant amplitudes in the fits. The parameters of the model are first determined by fitting as much as possible the empirical π N elastic scattering amplitudes of SAID up to 2 GeV. We then refine and confirm the resulting parameters by directly comparing the predicted differential cross section and target polarization asymmetry with the original data of the elastic π^± p →π^± p and charge-exchange π^- p →π^0 n processes. The predicted total cross sections of π N reactions and π N→η N reactions are also in good agreement with the data. Applications of the constructed model in analyzing the electromagnetic meson production data as well as the future developments are discussed. ",0,1
"We find three distinct phases; a tubular phase, a planar phase, and the spherical phase, in a triangulated fluid surface model. It is also found that these phases are separated by discontinuous transitions. The fluid surface model is investigated within the framework of the conventional curvature model by using the canonical Monte Carlo simulations with dynamical triangulations. The mechanical strength of the surface is given only by skeletons, and no two-dimensional bending energy is assumed in the Hamiltonian. The skeletons are composed of elastic linear-chains and rigid junctions and form a compartmentalized structure on the surface, and for this reason the vertices of triangles can diffuse freely only inside the compartments. As a consequence, an inhomogeneous structure is introduced in the model; the surface strength inside the compartments is different from the surface strength on the compartments. However, the rotational symmetry is not influenced by the elastic skeletons; there is no specific direction on the surface. In addition to the three phases mentioned above, a collapsed phase is expected to exist in the low bending rigidity regime that was not studied here. The inhomogeneous structure and the fluidity of vertices are considered to be the origin of such variety of phases. ",0,1
