sentences per paragraph,words per paragraph,) present,- present,: or ; present,? present,' present,sentence length standard deviation,consecutive sentence length difference,number short sentences,number long sentences,contains - although,contains - However,contains - but,contains - because,contains - this,contains - others or researchers,contains numbers,contains two times more capitals,check - et
0.3684210526315789,0.5938375350140056,1.0,1.0,1.0,0.0,0.0,0.1484306886682307,0.15671641791044777,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.15789473684210525,0.484593837535014,0.0,1.0,0.0,0.0,1.0,0.012679040325664012,0.011194029850746268,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.42105263157894735,0.48179271708683474,1.0,1.0,0.0,0.0,1.0,0.06293261601884943,0.06716417910447761,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.5014005602240896,1.0,1.0,1.0,0.0,0.0,0.09666256953172582,0.09328358208955223,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5263157894736843,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.07301266725319237,0.10074626865671642,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5263157894736843,0.5462184873949579,1.0,1.0,1.0,0.0,0.0,0.06308591219777468,0.0708955223880597,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.47368421052631576,0.7647058823529411,1.0,1.0,0.0,0.0,1.0,0.09090084965500846,0.09328358208955223,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.21052631578947367,0.5014005602240896,1.0,1.0,0.0,0.0,0.0,0.06875319301333657,0.07835820895522388,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.380952380952381,1.0,1.0,0.0,0.0,0.0,0.06414215171922658,0.06343283582089553,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.42105263157894735,0.5602240896358543,1.0,1.0,1.0,0.0,0.0,0.05950333380289811,0.048507462686567165,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.49579831932773116,1.0,1.0,0.0,0.0,0.0,0.07552600397485806,0.05970149253731343,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.42105263157894735,0.4985994397759104,1.0,1.0,0.0,0.0,0.0,0.06461996841667414,0.055970149253731345,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.47368421052631576,0.4929971988795518,0.0,1.0,0.0,0.0,0.0,0.0670059258253594,0.06343283582089553,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3684210526315789,0.4593837535014006,1.0,1.0,0.0,0.0,0.0,0.08661433465113032,0.1044776119402985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.42105263157894735,0.6134453781512604,1.0,1.0,0.0,0.0,1.0,0.09040631395489564,0.09701492537313433,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.2631578947368421,0.40896358543417366,1.0,1.0,0.0,0.0,1.0,0.05081389922585198,0.055970149253731345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.6842105263157894,0.7450980392156863,0.0,1.0,1.0,0.0,0.0,0.06584071502731977,0.09701492537313433,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.47338935574229696,1.0,1.0,0.0,0.0,0.0,0.03641095793398694,0.029850746268656716,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3684210526315789,0.5434173669467787,1.0,1.0,0.0,0.0,0.0,0.0765351026764156,0.11940298507462686,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.39215686274509803,1.0,1.0,1.0,0.0,0.0,0.14532324780469139,0.11567164179104478,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.42296918767507,0.0,1.0,0.0,0.0,0.0,0.054068615260710114,0.05223880597014925,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.2631578947368421,0.453781512605042,1.0,1.0,0.0,0.0,0.0,0.08857420863990405,0.07462686567164178,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5789473684210527,0.6526610644257703,1.0,1.0,0.0,0.0,1.0,0.10393290514659104,0.1455223880597015,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5263157894736843,0.6526610644257703,0.0,1.0,1.0,0.0,1.0,0.08069577884983008,0.12686567164179105,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3157894736842105,0.5014005602240896,1.0,1.0,0.0,0.0,1.0,0.040085553186719386,0.048507462686567165,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.42105263157894735,0.6610644257703081,0.0,1.0,0.0,0.0,0.0,0.1089782089703727,0.11567164179104478,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.5854341736694677,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.42016806722689076,1.0,1.0,1.0,0.0,0.0,0.11586324111917586,0.07462686567164178,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.2631578947368421,0.6330532212885154,1.0,1.0,0.0,0.0,0.0,0.15974000571320635,0.22014925373134328,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.47368421052631576,0.6526610644257703,1.0,1.0,1.0,0.0,0.0,0.09867954079362794,0.08582089552238806,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.4369747899159664,1.0,1.0,0.0,0.0,0.0,0.12295207187704216,0.16044776119402984,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.45658263305322133,1.0,1.0,1.0,0.0,0.0,0.22032002978499865,0.30223880597014924,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5789473684210527,0.7170868347338936,1.0,1.0,1.0,0.0,1.0,0.05850688153671891,0.06716417910447761,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15789473684210525,0.380952380952381,1.0,1.0,1.0,0.0,0.0,0.21963791926541867,0.25,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.42016806722689076,1.0,1.0,0.0,0.0,1.0,0.08950378708756332,0.08208955223880597,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.5789473684210527,0.5434173669467787,1.0,1.0,1.0,0.0,0.0,0.07083247360957745,0.10074626865671642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.5263157894736843,0.7366946778711484,1.0,1.0,1.0,0.0,1.0,0.11675029100077475,0.14925373134328357,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.10526315789473684,0.1512605042016807,1.0,1.0,0.0,0.0,0.0,0.0905135748946848,0.09701492537313433,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3157894736842105,0.44257703081232497,1.0,1.0,1.0,0.0,0.0,0.1461756984526767,0.208955223880597,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.5263157894736843,0.5266106442577031,0.0,1.0,0.0,0.0,0.0,0.048938585447106386,0.06343283582089553,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.2631578947368421,0.4369747899159664,1.0,1.0,0.0,0.0,0.0,0.0880348022006543,0.06716417910447761,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.42105263157894735,0.6246498599439776,1.0,1.0,1.0,0.0,0.0,0.04427154128512445,0.05223880597014925,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.5263157894736843,0.5042016806722689,0.0,0.0,0.0,0.0,1.0,0.06935449946894799,0.10074626865671642,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3157894736842105,0.40896358543417366,1.0,1.0,0.0,0.0,0.0,0.04426869488133552,0.05223880597014925,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.3684210526315789,0.5602240896358543,1.0,1.0,1.0,0.0,1.0,0.07553671214477022,0.09328358208955223,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.4761904761904762,0.0,1.0,1.0,0.0,1.0,0.08172151475984092,0.06343283582089553,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.21052631578947367,0.4061624649859944,1.0,1.0,0.0,0.0,0.0,0.08184721821443598,0.08582089552238806,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.21052631578947367,0.4369747899159664,1.0,0.0,0.0,0.0,1.0,0.12174226456648607,0.1417910447761194,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.45658263305322133,0.0,0.0,1.0,0.0,0.0,0.04771047605371914,0.0708955223880597,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.47368421052631576,0.49579831932773116,1.0,1.0,0.0,0.0,1.0,0.10794655589016033,0.12686567164179105,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.12916313172949867,0.16044776119402984,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5263157894736843,0.7563025210084033,1.0,1.0,0.0,0.0,1.0,0.11069612498177574,0.16791044776119401,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15789473684210525,0.2072829131652661,1.0,1.0,0.0,0.0,0.0,0.06931724100344736,0.08208955223880597,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3684210526315789,0.46218487394957986,1.0,1.0,0.0,0.0,1.0,0.07547757202049934,0.10074626865671642,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.42105263157894735,0.6050420168067226,1.0,1.0,1.0,0.0,0.0,0.07352109944595951,0.11194029850746269,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3157894736842105,0.43137254901960786,0.0,1.0,0.0,0.0,0.0,0.05950061097434278,0.08955223880597014,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3684210526315789,0.5210084033613445,1.0,1.0,0.0,0.0,0.0,0.09673972982346263,0.07835820895522388,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.3684210526315789,0.45658263305322133,1.0,1.0,1.0,0.0,0.0,0.03485134832945231,0.03731343283582089,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.47368421052631576,0.5518207282913165,1.0,1.0,0.0,0.0,0.0,0.05517608616112955,0.08582089552238806,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.46218487394957986,1.0,1.0,1.0,0.0,1.0,0.04874060873202514,0.055970149253731345,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.5238095238095237,1.0,1.0,1.0,0.0,1.0,0.10717785777018772,0.13432835820895522,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5789473684210527,0.7619047619047619,0.0,1.0,0.0,0.0,1.0,0.09386127432367482,0.07462686567164178,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.38935574229691877,0.0,1.0,1.0,0.0,0.0,0.1151415588599775,0.14925373134328357,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15789473684210525,0.31652661064425774,1.0,1.0,1.0,0.0,1.0,0.2765594226379978,0.2798507462686567,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.46218487394957986,1.0,1.0,0.0,0.0,0.0,0.09890614677030661,0.12313432835820895,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.42105263157894735,0.649859943977591,1.0,1.0,0.0,0.0,0.0,0.15978348505842652,0.2126865671641791,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.5630252100840336,1.0,1.0,0.0,0.0,0.0,0.0779801066297987,0.1044776119402985,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15789473684210525,0.4173669467787115,0.0,1.0,0.0,0.0,0.0,0.10980371017632357,0.11194029850746269,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5263157894736843,0.5546218487394957,1.0,1.0,0.0,0.0,0.0,0.06108871333909991,0.055970149253731345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.5546218487394957,1.0,1.0,1.0,0.0,1.0,0.09263680704241758,0.13432835820895522,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.631578947368421,0.6974789915966386,1.0,1.0,1.0,0.0,0.0,0.09347166618040781,0.1455223880597015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.47368421052631576,0.7114845938375349,1.0,1.0,1.0,0.0,1.0,0.26060628875879943,0.39925373134328357,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.21052631578947367,0.42577030812324934,0.0,1.0,1.0,0.0,0.0,0.1587126864574254,0.17164179104477612,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.2631578947368421,0.4649859943977591,1.0,1.0,0.0,0.0,0.0,0.07890438388123626,0.055970149253731345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.4369747899159664,1.0,1.0,0.0,0.0,1.0,0.050105931048902236,0.055970149253731345,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.2631578947368421,0.26330532212885155,1.0,1.0,0.0,0.0,0.0,0.0801397770984307,0.05223880597014925,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3157894736842105,0.4285714285714286,1.0,1.0,0.0,0.0,1.0,0.09985311837650662,0.1044776119402985,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5789473684210527,0.5182072829131652,1.0,1.0,0.0,0.0,0.0,0.055731540098566616,0.07462686567164178,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.21052631578947367,0.4593837535014006,1.0,1.0,0.0,0.0,0.0,0.05919300047942638,0.041044776119402986,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3684210526315789,0.7338935574229691,1.0,1.0,0.0,0.0,0.0,0.11627735365206456,0.1828358208955224,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3157894736842105,0.6330532212885154,1.0,1.0,0.0,0.0,1.0,0.24560055644440779,0.23880597014925373,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5789473684210527,0.6778711484593837,1.0,1.0,0.0,0.0,0.0,0.05295128839085632,0.05970149253731343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.2631578947368421,0.45658263305322133,1.0,1.0,0.0,0.0,0.0,0.07544551843016511,0.06343283582089553,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5789473684210527,0.6554621848739496,1.0,1.0,0.0,0.0,0.0,0.08070736382858679,0.10074626865671642,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.4285714285714286,1.0,1.0,1.0,0.0,0.0,0.1096765489174778,0.15671641791044777,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.21052631578947367,0.39495798319327735,0.0,0.0,1.0,0.0,0.0,0.05409723872283311,0.06343283582089553,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.4341736694677871,1.0,1.0,0.0,0.0,0.0,0.10009296326760513,0.11567164179104478,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3684210526315789,0.453781512605042,1.0,1.0,0.0,0.0,1.0,0.08933001542612276,0.08208955223880597,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.47368421052631576,0.6750700280112044,0.0,1.0,1.0,0.0,0.0,0.07395986102886581,0.08955223880597014,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.43137254901960786,0.0,1.0,0.0,0.0,0.0,0.06024912255777038,0.05970149253731343,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.46218487394957986,0.0,1.0,0.0,0.0,0.0,0.1032936213897829,0.09701492537313433,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3157894736842105,0.5350140056022409,1.0,1.0,0.0,0.0,1.0,0.10922619921982742,0.13432835820895522,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.39495798319327735,0.0,1.0,0.0,0.0,1.0,0.0725898896817251,0.09701492537313433,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.47368421052631576,0.40336134453781514,1.0,1.0,1.0,0.0,0.0,0.14831767736942814,0.16791044776119401,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.5378151260504201,1.0,1.0,0.0,0.0,0.0,0.09179543470479307,0.1044776119402985,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.6246498599439776,1.0,1.0,0.0,0.0,0.0,0.16910082389713807,0.22388059701492538,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.5686274509803921,1.0,1.0,0.0,0.0,1.0,0.08476140734320999,0.048507462686567165,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.5182072829131652,1.0,1.0,1.0,0.0,0.0,0.052095188821530254,0.06716417910447761,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5789473684210527,0.7310924369747899,1.0,1.0,0.0,0.0,0.0,0.06743050594220436,0.10074626865671642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3684210526315789,0.5630252100840336,0.0,1.0,0.0,0.0,0.0,0.07194106300936062,0.08582089552238806,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3157894736842105,0.4173669467787115,0.0,1.0,0.0,0.0,0.0,0.08817432717553204,0.08582089552238806,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.631578947368421,0.8067226890756303,1.0,1.0,0.0,0.0,0.0,0.08839470579941552,0.1044776119402985,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.6834733893557423,1.0,1.0,1.0,0.0,0.0,0.14499385429758874,0.10074626865671642,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.3157894736842105,0.4285714285714286,0.0,1.0,0.0,0.0,0.0,0.10457496207268911,0.08208955223880597,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.47368421052631576,0.588235294117647,1.0,1.0,0.0,0.0,1.0,0.0579734012219568,0.07462686567164178,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.42296918767507,1.0,1.0,0.0,0.0,0.0,0.0599400962231802,0.06716417910447761,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.3157894736842105,0.3753501400560224,1.0,1.0,0.0,0.0,0.0,0.0763325593083733,0.1044776119402985,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3157894736842105,0.5938375350140056,1.0,1.0,1.0,0.0,0.0,0.20826264072439393,0.2537313432835821,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3157894736842105,0.453781512605042,1.0,1.0,0.0,0.0,0.0,0.040519705414789504,0.05223880597014925,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.3684210526315789,0.4929971988795518,0.0,0.0,0.0,0.0,1.0,0.04507552887740983,0.055970149253731345,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3684210526315789,0.4285714285714286,1.0,1.0,0.0,0.0,1.0,0.06461612918853205,0.048507462686567165,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.4369747899159664,1.0,0.0,0.0,0.0,0.0,0.08779776980097313,0.12313432835820895,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.2631578947368421,0.43137254901960786,1.0,1.0,0.0,0.0,0.0,0.12579250212801987,0.15298507462686567,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.5770308123249299,1.0,1.0,0.0,0.0,0.0,0.11061408065490713,0.07835820895522388,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.21052631578947367,0.40336134453781514,0.0,1.0,0.0,0.0,0.0,0.06128057086242309,0.033582089552238806,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5263157894736843,0.6834733893557423,1.0,1.0,1.0,0.0,0.0,0.09572388418861989,0.15298507462686567,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.47368421052631576,0.44537815126050423,1.0,1.0,1.0,0.0,0.0,0.13560186043119185,0.13805970149253732,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5263157894736843,0.8151260504201681,1.0,1.0,0.0,0.0,1.0,0.09766579243618768,0.12313432835820895,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2631578947368421,0.5070028011204482,1.0,1.0,0.0,0.0,1.0,0.17973433759228158,0.2126865671641791,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.631578947368421,0.7198879551820728,1.0,1.0,0.0,0.0,0.0,0.05817083686339849,0.055970149253731345,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.21052631578947367,0.3865546218487395,1.0,1.0,0.0,0.0,0.0,0.6114657715634205,0.6529850746268656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
