text,truth,prediction
"In an earlier paper, the effect of the nearby known supernova remnants (SNRs) on the local cosmic-rays (CRs) was studied, considering different possible forms of the particle injection time. The present work is a continuation of the previous work, but assumes a more realistic model of CR propagation in the Galaxy. The previous work assumed an unbounded three-dimensional diffusion region, whereas the present one considers a flat cylindrical disc bounded in both the radial and vertical directions. The study has found that the effect of the vertical halo boundary H on the local SNR contribution to the observed CR anisotropy is negligible as long as H≳ 2kpc. Considering the values of the halo height H≳ 2kpc obtained by different authors, the present work suggests that the study of the effect of local sources on the CR anisotropy can be carried out without having much information on H and hence, using the much simpler three-dimentional unbounded solution. Finally, the present work discusses about the possibility of explaining the observed anisotropy below the knee by a single dominant source with properly chosen source parameters, and claims that the source may be an undetected old SNR with a characteristic age of ∼ 1.5× 10^5 yr located at a distance of ∼ 0.57 kpc from the Sun. ",0,1
"We study the intersection points of a fixed planar curve Γ with the nodal set of a translationally invariant and isotropic Gaussian random field Ψ(r) and the zeros of its normal derivative across the curve. The intersection points form a discrete random process which is the object of this study. The field probability distribution function is completely specified by the correlation G(|r-r'|) = <Ψ(r) Ψ(r')>.Given an arbitrary G(|r-r'|), we compute the two point correlation function of the point process on the line, and derive other statistical measures (repulsion, rigidity) which characterize the short and long range correlations of the intersection points. We use these statistical measures to quantitatively characterize the complex patterns displayed by various kinds of nodal networks. We apply these statistics in particular to nodal patterns of random waves and of eigenfunctions of chaotic billiards. Of special interest is the observation that for monochromatic random waves, the number variance of the intersections with long straight segments grows like L ln L, as opposed to the linear growth predicted by the percolation model, which was successfully used to predict other long range nodal properties of that field. ",0,1
"Within a general theoretical framework we study the effective, deformation-induced interaction between two colloidal particles trapped at a fluid interface in the regime of small deformations. In many studies, this interaction has been computed with the ansatz that the actual interface configuration for the pair is given by the linear superposition of the interface deformations around the single particles. Here we assess the validity of this approach and compute the leading term of the effective interaction for large interparticle separation beyond this so-called superposition approximation. As an application, we consider the experimentally relevant case of interface deformations owing to the electrostatic field emanating from charged colloidal particles. In mechanical isolation, i.e., if the net force acting on the total system consisting of the particles plus the interface vanishes, the superposition approximation is actually invalid. The effective capillary interaction is governed by contributions beyond this approximation and turns out to be attractive. For sufficiently small surface charges on the colloids, such that linearization is strictly valid, and at asymptotically large separations, the effective interaction does not overcome the direct electrostatic repulsion between the colloidal particles. ",0,1
"It is generally believed that the magnetic free energy accumulated in the corona serves as a main energy source for solar explosions such as coronal mass ejections (CMEs). In the framework of the flux rope catastrophe model for CMEs, the energy may be abruptly released either by an ideal magnetohydrodynamic (MHD) catastrophe, which belongs to a global magnetic topological instability of the system, or by a fast magnetic reconnection across preexisting or rapidly-developing electric current sheets. Both ways of magnetic energy release are thought to be important to CME dynamics. To disentangle their contributions, we construct a flux rope catastrophe model in the corona and solar wind and compare different cases in which we either prohibit or allow magnetic reconnection to take place across rapidly-growing current sheets during the eruption. It is demonstrated that CMEs, even fast ones, can be produced taking the ideal MHD catastrophe as the only process of magnetic energy release. Nevertheless, the eruptive speed can be significantly enhanced after magnetic reconnection sets in. In addition, a smooth transition from slow to fast eruptions is observed when increasing the strength of the background magnetic field, simply because in a stronger field there is more free magnetic energy at the catastrophic point available to be released during an eruption. This suggests that fast and slow CMEs may have an identical driving mechanism. ",0,1
"We implement a standard Monte Carlo algorithm to study the slow, equilibrium dynamics of a silica melt in a wide temperature regime, from 6100 K down to 2750 K. We find that the average dynamical behaviour of the system is in quantitative agreement with results obtained from molecular dynamics simulations, at least in the long-time regime corresponding to the alpha-relaxation. By contrast, the strong thermal vibrations related to the Boson peak present at short times in molecular dynamics are efficiently suppressed by the Monte Carlo algorithm. This allows us to reconsider silica dynamics in the context of mode-coupling theory, because several shortcomings of the theory were previously attributed to thermal vibrations. A mode-coupling theory analysis of our data is qualitatively correct, but quantitative tests of the theory fail, raising doubts about the very existence of an avoided singularity in this system. We discuss the emergence of dynamic heterogeneity and report detailed measurements of a decoupling between translational diffusion and structural relaxation, and of a growing four-point dynamic susceptibility. Dynamic heterogeneity appears to be less pronounced than in more fragile glass-forming models, but not of a qualitatively different nature. ",0,1
"We derive a perturbation expansion for general self-interacting random walks, where steps are made on the basis of the history of the path. Examples of models where this expansion applies are reinforced random walk, excited random walk, the true (weakly) self-avoiding walk, loop-erased random walk, and annealed random walk in random environment.In this paper we show that the expansion gives rise to useful formulae for the speed and variance of the random walk, when these quantities are known to exist. The results and formulae of this paper have been used elsewhere by the authors to prove monotonicity properties for the speed (in high dimensions) of excited random walk and related models, and certain models of random walk in random environment.We also derive a law of large numbers and central limit theorem (with explicit error terms) directly from this expansion, under strong assumptions on the expansion coefficients. The assumptions are shown to be satisfied by excited random walk in high dimensions with small excitation parameter, a model of reinforced random walk with underlying drift and small reinforcement parameter, and certain models of random walk in random environment under strong ellipticity conditions. This is the extended version of the paper, where we provide all proofs. ",0,1
"The nature of the coupling leading to superconductivity in layered materials such as high-Tc superconductors and graphite intercalation compounds (GICs) is still unresolved. In both systems, interactions of electrons with either phonons or other electrons or both have been proposed to explain superconductivity. In the high-Tc cuprates, the presence of a Van Hove singularity (VHS) in the density of states near the Fermi level was long ago proposed to enhance the many-body couplings and therefore may play a role in superconductivity. Such a singularity can cause an anisotropic variation in the coupling strength, which may partially explain the so-called nodal-antinodal dichotomy in the cuprates. Here we show that the topology of the graphene band structure at dopings comparable to the GICs is quite similar to that of the cuprates and that the quasiparticle dynamics in graphene have a similar dichotomy. Namely, the electron-phonon coupling is highly anisotropic, diverging near a saddle point in the graphene electronic band structure. These results support the important role of the VHS in layered materials and the possible optimization of Tc by tuning the VHS with respect to the Fermi level. ",0,1
"Cosmological shock waves result from supersonic flow motions induced by hierarchical clustering of nonlinear structures in the universe. These shocks govern the nature of cosmic plasma through thermalization of gas and acceleration of nonthermal, cosmic-ray (CR) particles. We study the statistics and energetics of shocks formed in cosmological simulations of a concordance ΛCDM universe, with a special emphasis on the effects of non-gravitational processes such as radiative cooling, photoionization/heating, and galactic superwind feedbacks. Adopting an improved model for gas thermalization and CR acceleration efficiencies based on nonlinear diffusive shock acceleration calculations, we then estimate the gas thermal energy and the CR energy dissipated at shocks through the history of the universe. Since shocks can serve as sites for generation of vorticity, we also examine the vorticity that should have been generated mostly at curved shocks in cosmological simulations. We find that the dynamics and energetics of shocks are governed primarily by the gravity of matter, so other non-gravitational processes do not affect significantly the global energy dissipation and vorticity generation at cosmological shocks. Our results reinforce scenarios in which the intracluster medium and warm-hot intergalactic medium contain energetically significant populations of nonthermal particles and turbulent flow motions. ",0,1
"Time variability of the solar neutrino flux especially in the low and intermediate energy sector remains an open question and, if it exists, it is likely to be originated from the magnetic moment transition from active to light sterile neutrinos at times of intense solar activity and magnetic field. We examine the prospects for the SNO+ experiment to address this important issue and to distinguish between the two classes of solar models which are currently identified as corresponding to a high (SSM I) and a low (SSM II) heavy element abundance. We also evaluate the predictions from these two models for the Chlorine experiment event rate in the standard LMA and LMA+Spin Flavour Precession (SFP) scenarios. It is found that after three years of SNO+ data taking, the pep flux measurement will be able to discriminate between the standard LMA and LMA+SFP scenarios, independently of which is the correct solar model. If the LMA rate is measured, SFP with B_0 ∼ 280kG for the resonant Δ m^2_01 can be excluded at more than 4σ. A low rate would signal new physics, excluding all the 90",0,1
"We have conducted an extensive wide-field imaging survey for Cepheid variables in the Local Group irregular galaxy WLM. From data obtained on 101 nights, we have discovered 60 Cepheids which include 14 of the 15 Cepheid variables previously detected by Sandage and Carlson. Down to a period of 3 days, our Cepheid survey in WLM should be practically complete. Importantly, we have found for the first time a long-period Cepheid (P=54.2 days) in this galaxy, alleviating the puzzle that WLM with its many blue, massive stars does not contain Cepheids with periods longer than about 10 days. Our data define tight period-luminosity relations in V, I and the reddening-free Wesenheit magnitude W_ I which are all extremely well fit by the corresponding slopes of the LMC Cepheid PL relation, suggesting no change of the PL relation slope down to a Cepheid metal abundance of about -1.0 dex, in agreement with other recent studies. We derive a true distance modulus to WLM of 25.144 ±0.03 (r) ±0.07 (s) mag from our data, in good agreement with the earlier 24.92 ± 0.21 mag determination of Lee, Freedman and Madore (1993a) from Cepheid variables. The quoted value of the systematic uncertainty does not include the contribution from the LMC distance which we have assumed to be 18.50 mag, as in the previous papers in our project. ",0,1
"We study the mixing time of a systematic scan Markov chain for sampling from the uniform distribution on proper 7-colourings of a finite rectangular sub-grid of the infinite square lattice, the grid. A systematic scan Markov chain cycles through finite-size subsets of vertices in a deterministic order and updates the colours assigned to the vertices of each subset. The systematic scan Markov chain that we present cycles through subsets consisting of 2x2 sub-grids and updates the colours assigned to the vertices using a procedure known as heat-bath. We give a computer-assisted proof that this systematic scan Markov chain mixes in O(log n) scans, where n is the size of the rectangular sub-grid. We make use of a heuristic to compute required couplings of colourings of 2x2 sub-grids. This is the first time the mixing time of a systematic scan Markov chain on the grid has been shown to mix for less than 8 colours. We also give partial results that underline the challenges of proving rapid mixing of a systematic scan Markov chain for sampling 6-colourings of the grid by considering 2x3 and 3x3 sub-grids. ",0,1
"The purpose of this paper is to find optimal estimates for the Green function of a half-space of the relativistic α-stable process with parameter m onspace. This process has an infinitesimal generator of the form mI-(m^2/αI-Δ)^α/2, where 0<α<2, m>0, and reduces to the isotropic α-stable process for m=0. Its potential theory for open bounded sets has been well developed throughout the recent years however almost nothing was known about the behaviour of the process on unbounded sets. The present paper is intended to fill this gap and we provide two-sided sharp estimates for the Green function for a half-space. As a byproduct we obtain some improvements of the estimates known for bounded sets specially for balls. The advantage of these estimates is a clarification of the relationship between the diameter of the ball and the parameter m of the process.The main result states that the Green function is comparable with the Green function for the Brownian motion if the points are away from the boundary of a half-space and their distance is greater than one. On the other hand for the remaining points the Green function is somehow related the Green function for the isotropic α-stable process. For example, for d≥3, it is comparable with the Green function for the isotropic α-stable process, provided that the points are close enough. ",0,1
"We perform a series of two-dimensional magnetorotational core-collapse simulations of Pop III stars. Changing the initial distributions of rotation and magnetic fields prior to collapse in a parametric manner, we compute 19 models. By so doing, we systematically investigate how rotation and magnetic fields affect the collapse dynamics and explore how the properties of the black-hole formations and neutrino emissions could be affected. As for the microphysics, we employ a realistic equation of state and approximate the neutrino transfer by a multiflavour leakage scheme. With these computations, we find that the jet-like explosions are obtained by the magnetodriven shock waves if the initial magnetic field is as large as 10^12 G. We point out that the black-hole masses at the formation decrease with the initial field strength, on the other hand, increase with the initial rotation rates. As for the neutrino properties, we point out that the degree of the differential rotation plays an important role to determine which species of the neutrino luminosity is more dominant than the others. Furthermore, we find that the stronger magnetic fields make the peak neutrino luminosities smaller, because the magnetic pressure acts to halt the collapse in the central regions, leading to the suppression of the releasable gravitational binding energies. ",0,1
"This thesis discusses the search for supersymmetry at the future Large Hadron Collider (LHC) and the ongoing construction of one of the four large LHC experiments, the Compact Muon Solenoid (CMS), and focuses on the detection of signals from the annihilation of supersymmetric dark matter in the spectra of cosmic rays.Measurements of cosmic ray antiparticles, such as positrons, can impose strong constraints on the nature of new physics beyond the Standard Model. However, cosmic ray positron measurements are experimentally very challenging due to the vast proton background. A novel approach of positron identification with the space-borne AMS-01 experiment, namely through the detection of bremsstrahlung conversion in a silicon microstrip detector, is introduced. Bremsstrahlung from protons is suppressed by a factor of more than 3*10^6 with respect to positrons. The results of the positron measurement show that the bremsstrahlung approach extends the sensitivity range of AMS-01 to positron momenta up to 50 GeV/c, which is far beyond the original scope of the experiment. At momenta above 8 GeV/c there is indication for a positron overabundance with respect to model predictions for purely secondary positron production. Therefore, the AMS-01 data lend further weight to the hints of a positron overabundance seen in the data from earlier experiments.The positron fraction measurements from the most recent experiments are combined with the results of this analysis, giving the most precise positron fraction data yet available. ",0,1
"The branching ratios and CP violations of the B→ Dπ decays, including both the color-allowed and the color-suppressed modes, are investigated in detail within QCD framework by considering all diagrams which lead to three effective currents of two quarks. An intrinsic mass scale as a dynamical gluon mass is introduced to treat the infrared divergence caused by the soft collinear approximation in the endpoint regions, and the Cutkosky rule is adopted to deal with a physical-region singularity of the on mass-shell quark propagators. When the dynamical gluon mass μ_g is regarded as a universal scale, it is extracted to be around μ_g = 440 MeV from one of the well-measured B→ Dπ decay modes. The resulting predictions for all branching ratios are in agreement with the current experimental measurements. As these decays have no penguin contributions, there are no direct CP asymmetries. Due to interference between the Cabibbo-suppressed and the Cabibbo-favored amplitudes, mixing-induced CP violations are predicted in the B→ D^±π^∓ decays to be consistent with the experimental data at 1-σ level. More precise measurements will be helpful to extract weak angle 2β+γ. ",0,1
"As part of an effort to enlarge the number of well-studied Magellanic-type galaxies, we obtained broadband optical imaging and neutral hydrogen radio synthesis observations of the dwarf irregular galaxy ESO 364-G 029. The optical morphology characteristically shows a bar-like main body with a one-sided spiral arm, an approximately exponential light distribution, and offset photometric and kinematic centers. The HI distribution is mildly asymmetric and, although slightly offset from the photometric center, roughly follows the optical brightness distribution, extending to over 1.2 Holmberg radii (where mu_B = 26.5 mag/arcsec^2). In particular, the highest HI column densities closely follow the bar, one-arm spiral, and a third optical extension. The rotation is solid-body in the inner parts but flattens outside of the optical extent. The total HI flux F_HI = 23.1 pm 1.2 Jy km/s, yielding a total HI mass M_HI= (6.4 pm 1.7) x 10^8 Msun (for a distance D = 10.8 pm 1.4 Mpc) and a total HI mass-to-blue-luminosity ratio M_HI/L_B = (0.96 pm 0.14) Msun / Lsun,B (distance independent). The HI data suggest a very complex small-scale HI structure, with evidence of large shells and/or holes, but deeper observations are required for a detailed study. Follow-up observations are also desirable for a proper comparison with the Large Magellanic Cloud, where despite an optical morphology very similar to ESO 364-G 029 the HI bears little resemblance to the optical. ",0,1
"The possibility to recover the which-way information, for example in the two slit experiment, is based on a natural but implicit assumption about the position of a particle before a position measurement is performed on it. This assumption cannot be deduced from the standard postulates of quantum mechanics. In the present paper this assumption is made explicit and formally postulated as a new rule, the quantum typicality rule. This rule correlates the positions of the particles at two different times, thus defining their trajectories. Unexpectedly, this rule is also equivalent to the Born rule with regard to the explanation of the results of statistical experiments. For this reason it can be considered a generalization of the Born rule. The existence of the quantum typicality rule strongly suggests the possibility of a new trajectory-based formulation of quantum mechanics. According to this new formulation, a closed quantum system is represented as a quantum process, which corresponds to a canonical stochastic process in which the probability measure is replaced by the wave function and the usual frequentist interpretation of probability is replaced by the quantum typicality rule. ",0,1
"An end-grafted flexible polymer chain in 3d space between two pistons undergoes an abrupt transition from a confined coil to a flower-like conformation when the number of monomers in the chain, N, reaches a critical value. In 2d geometry, excluded volume interactions between monomers of a chain confined inside a strip of finite length 2L transform the coil conformation into a linear string of blobs. However, the blob picture raises questions on the nature of this escape transition. To check the theoretical predictions based on the blob picture we study 2d single polymer chains with excluded volume interactions and with one end grafted in the middle of a strip of length2L and width H by simulating self-avoiding walks on a square lattice with the pruned-enriched-Rosenbluth method (PERM). We estimate the free energy, the end-to-end distance, the number of imprisoned monomers, the order parameter, and its distribution. It is shown that in the thermodynamic limit of large N and L but finite L/N, there is a small but finite jump in several average characteristics, including the order parameter. We also present a theoretical description based on the Landau free energy approach, which is in good agreement with the simulation results. Both simulation results and the analytical theory indicate that the 2d escape transition is a weak first-order phase transition. ",0,1
"Observational cosmology provides us with a large number of high precision data which are used to derive models trying to reproduce “on the mean” our observable patch of the Universe. Most of these attempts are achieved in the framework of a Friedmann-Lemaître cosmology where large scale homogeneity is assumed. However, we know, from the observation of structures at increasing scales, that these models are only approximations of a smoothed or averaged inhomogeneous underlying patern. Anyhow, when modelling the Universe, the usual method is to use continuous functions representing the kinematical scalars of the velocity field, implicitly assuming that they represent volume averages of the corresponding fine-scale inhomogeneous quantities, then put them into the Einstein equations which are solved to give the model and its dependance upon a number of parameters arbitrarily defined. In General Relativity, such a method is very much involved since the equations which determine the metric tensor and the quantities calculated from it are highly nonlinear. The question raised by the method consisting of determining the parameters of an a priori assumed FLRW model from observational data is the “fitting problem” brought to general attention by Ellis and Stoeger in the 80's. This problem has recently experienced a reniewed attention due to the amount of available data and the increase of the minimum scale at which homogeneity can be assumed. We propose a discussion of this issue in the light of the latest developments of observational and theoretical cosmology. ",0,1
"Scaling predictions and results from self-consistent field calculations for bottle-brush polymers with a rigid backbone and flexible side chains under good solvent conditions are summarized and their validity and applicability is assessed by a comparison with Monte Carlo simulations of a simple lattice model. It is shown that under typical conditions, as they are also present in experiments, only a rather weak stretching of the side chains is realized, and then the scaling predictions based on the extension of the Daoud-Cotton blob picture are not applicable.Also two-component bottle brush polymers are considered, where two types (A,B) of side chains are grafted, assuming that monomers of different kind repel each other. In this case, variable solvent quality is allowed for, such that for poor solvent conditions rather dense cylinder-like structures result. Theories predict “Janus Cylinder”-type phase separation along the backbone in this case. The Monte Carlo simulations, using the pruned-enriched Rosenbluth method (PERM) then are restricted to rather short side chain length. Nevertheless, evidence is obtained that the phase separation between an A-rich part of the cylindrical molecule and a B-rich part can only occur locally. The correlation length of this microphase separation can be controlled by the solvent quality. This lack of a phase transition is interpreted by an analogy with models for ferromagnets in one space dimension. ",0,1
"New high-resolution observations reveal that small-scale magnetic flux concentrations have a delicate substructure on a spatial scale of 0.1”. Its basic structure can be interpreted in terms of a magnetic flux sheet or tube that vertically extends through the ambient weak-field or field-free atmosphere with which it is in mechanical equilibrium. A more refined interpretation comes from new three-dimensional magnetohydrodynamic simulations that are capable of reproducing the corrugated shape of magnetic flux concentrations and their signature in the visible continuum. Furthermore it is shown that the characteristic asymmetric shape of the contrast profile of facular granules is an effect of radiative transfer across the rarefied atmosphere of the magnetic flux concentration. I also discuss three-dimensional radiation magnetohydrodynamic simulations of the integral layers from the top of the convection zone to the mid-chromosphere. They show a highly dynamic chromospheric magnetic field, marked by rapidly moving filaments of stronger than average magnetic field that form in the compression zone downstream and along propagating shock fronts. The simulations confirm the picture of flux concentrations that strongly expand through the photosphere into a more homogeneous, space filling chromospheric field. Future directions in the simulation of small-scale magnetic fields are indicated by a few examples of very recent work. ",0,1
"Complex networks with expanding dimensions are studied, where the networks may be directed and weighted, and network nodes are varying in discrete time in the sense that some new nodes may be added and some old nodes may be removed from time to time. A model of such networks in computer data transmission is discussed. Each node on the network has fixed dimensionality, while the dimension of the whole network is defined by the total number of nodes. Based on the spectacular properties of data transmission on computer networks, some new concepts of stable and unstable networks differing from the classical Lyapunov stability are defined. In particular, a special unstable network model, called devil network, is introduced and discussed. It is further found that a variety of structures and connection weights affects the network stability substantially. Several criteria on stability, instability, and devil network are established for a rather general class of networks, where some conditions are actually necessary and sufficient. Mathematically, this paper makes a first attempt to rigorously formulate a fundamental issue of modeling discrete linear time-varying systems with expanding dimensions and study their basic stability property. ",0,1
"The dynamics of information dissemination in social networks is of paramount importance in processes such as rumors or fads propagation, spread of product innovations or 'word-of-mouth' communications. Due to the difficulty in tracking a specific information when it is transmitted by people, most understanding of information spreading in social networks comes from models or indirect measurements. Here we present an integrated experimental and theoretical framework to understand and quantitatively predict how and when information spreads over social networks. Using data collected in Viral Marketing campaigns that reached over 31,000 individuals in eleven European markets, we show the large degree of variability of the participants' actions, despite them being confronted with the common task of receiving and forwarding the same piece of information. This have a profound effect on information diffusion: Firstly, most of the transmission takes place due to super-spreading events which would be considered extraordinary in population-average models. Secondly, due to the different way individuals schedule information transmission we observe a slowing down of the spreading of information in social networks that happens in logarithmic time. Quantitative description of the experiments is possible through an stochastic branching process which corroborates the importance of heterogeneity. Since high variability of both the intensity and frequency of human responses are found in many other activities, our findings are pertinent to many other human driven diffusion processes like rumors, fads, innovations or news which has important consequences for organizations management, communications, marketing or electronic social communities. ",0,1
